card_id,name,rarity,stone,wind,veil,oath,eye,weight,upkeep,rules_text,section,initiative_text,initiative_summary
166,Pit Guard,low,0,1,1,1,1,1,0,Broad-shouldered guard with spiked helmet.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
167,Ironbound Horror,low,3,0,0,1,1,2,0,Shackled beast with iron plates fused to flesh.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
168,Screamer Wraith,low,0,0,2,2,1,2,0,Ghostly prisoner screaming endlessly.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
169,Bone Gnawer,low,0,0,0,1,3,2,0,Emaciated humanoid gnawing bones.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
170,Shackled Ghoul,low,2,2,0,1,0,2,0,"Pale-skinned, bound in eternal chains.",Grunts,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
171,Howling Fiend,low,1,1,1,1,0,1,0,Bestial prisoner with muzzle broken open.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
172,Moon Acolyte,low,1,1,0,0,1,1,0,"Pale robed initiate, crescent brand on forehead.",Grunts,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
173,Eclipse Chanter,low,2,0,0,3,1,2,0,Hooded priest with eclipse sigil.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
174,Shadow Knifebearer,low,0,0,0,3,1,2,0,"Assassin garbed in black cloth, twin crescent blades.",Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
175,Pale Prophet,low,1,1,1,0,0,1,0,"Blindfolded priestess, eyes glowing beneath cloth.",Grunts,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
176,Void Hymnist,low,1,2,1,0,2,2,0,Emaciated singer with throat tattooed in runes.,Grunts,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
177,Moonfang Wolf,low,1,2,0,2,0,2,0,Large wolf with pale fur glowing faintly silver.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
178,Pale Stalker,low,0,1,0,0,2,1,0,"Emaciated beast with elongated limbs, pale hide.",Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
179,Shardback Boar,low,3,1,0,0,0,2,0,Boar with crystalline spines jutting from back.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
180,Dusk Serpent,low,2,1,2,0,1,2,0,Black-scaled serpent with glowing underbelly.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
181,Chittering Bat,low,2,0,2,0,0,2,0,Colony of pale bats swarming from caverns.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
182,Crater Rat,low,0,1,2,1,2,2,0,Oversized rat with glowing red eyes.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
183,Ash Beetle,low,1,2,0,3,0,2,0,Beetle with burning carapace.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
184,Hollow Tick,low,0,0,2,3,1,2,0,Bloated tick filled with pale fluid.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
185,Fungus Mite,low,1,1,1,2,1,2,0,Tiny glowing mites crawling in groups.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
186,Crystal Louse,low,1,1,1,1,2,2,0,Insect with crystalline shell.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
187,Shackled Wraith,low,1,1,2,0,2,2,0,Ghostly prisoner dragging chains.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
188,Lantern Shade,low,1,0,2,1,1,2,0,Shadowy figure carrying a flickering lantern.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
189,Pale Ghast,low,0,3,1,1,3,3,1,Hollow-eyed humanoid glowing faintly.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
190,Bonebound Spirit,low,1,2,3,1,1,3,1,Spirit fused with skeletal remains.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
191,Eclipse Revenant,low,0,1,0,3,3,3,1,"Tall spectral warrior, eclipse carved on helm.",Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
192,Pit Fighter,low,1,3,0,2,1,2,0,"Scarred slave clad in scraps, wielding spiked club.",Grunts,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
193,Arena Brute,low,0,1,2,0,2,2,0,"Gladiator scarred and chained, wielding club.",Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
194,Blood Duelist,low,1,2,0,1,1,2,0,"Agile fighter, red-stained blades.",Grunts,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
195,Masked Slayer,low,0,0,2,0,2,2,0,Gladiator with crescent mask and twin axes.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
196,Slave Champion,low,1,0,1,0,1,1,0,Gladiator wielding chained sickles.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
197,Tunnel Crawler,low,3,2,0,1,1,2,0,Pale humanoid with claws adapted for rock.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
198,Crater Lurker,low,1,2,1,2,0,2,0,Hulking brute with crater-stone armor.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
199,Blind Crawler,low,1,1,0,3,1,2,0,"Faceless humanoid, elongated claws.",Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
200,Spore Drudge,low,1,0,2,0,0,1,0,Slave infected with glowing fungi.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
201,Rockgnasher Beast,low,2,2,1,1,0,2,0,Beast with stony hide and crystalline teeth.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
202,Silver Rat,low,1,3,1,1,2,3,1,Rat with shimmering silver fur.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
203,Glow Beetle,low,0,0,2,2,1,2,0,Luminescent beetle glowing blue.,Grunts,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
204,Crystal Wasp,low,0,3,2,0,1,2,0,Wasp with crystal stinger.,Grunts,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
205,Ash Spiderling,low,0,1,0,1,2,1,0,Small spider covered in lunar ash.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
206,Void Leech,low,1,1,1,1,1,1,0,Wormlike parasite glowing black.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
207,Bronze Sentinel,low,2,1,1,2,0,2,0,Animated statue clad in bronze.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
208,Moon Idol,low,0,1,2,1,1,2,0,"Statue of crescent moon, animated with runes.",Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
209,Chain Automaton,low,1,0,2,2,1,2,0,Construct covered in rattling chains.,Grunts,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
210,Eclipse Drone,low,3,1,0,0,2,2,0,Small flying orb glowing with eclipse runes.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
211,Void Obelisk,low,1,2,1,2,0,2,0,Shard of a fallen obelisk animated by void.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
212,Rune Husk,low,2,0,2,0,1,2,0,"Corpse branded with cracked glyphs, glowing faintly.",Grunts,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
213,Oath Spawn,low,0,1,1,3,1,2,0,Mutated being covered in vow-scars.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
214,Halo Spawn,low,0,3,2,0,1,2,0,Twisted humanoid crowned with broken halo.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
215,Ash Horror,low,1,2,1,1,1,2,0,"Body of ash and smoke, burning eyes.",Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
216,Void Thrall,low,0,0,2,2,0,2,0,Hollow figure radiating void flame.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
217,Broken Scribe,low,1,3,1,2,1,3,1,Scribe with cracked slate body.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
218,Fallen Priest,low,3,0,0,1,2,2,0,"Priest with broken staff, robes torn.",Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
219,Exiled Gladiator,low,2,0,2,0,0,2,0,Scarred fighter in broken armor.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
220,Chain Drudge,low,2,0,0,1,0,1,0,Shackled slave covered in wounds.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
221,Ash Servitor,low,1,2,0,1,2,2,0,"Cloaked in ash veil, broken censer.",Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
222,Gold Spider,low,2,1,3,0,1,2,0,Spider with golden carapace.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
223,Rune Centipede,low,0,1,2,0,3,2,0,Long centipede glowing with glyphs.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
224,Ash Locust,low,0,3,0,2,0,2,0,Swarm insect glowing with embers.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
225,Crystal Gnat,low,3,1,1,2,1,3,1,Tiny insect with crystal wings.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
226,Glyph Ghoul,low,2,1,3,1,1,3,1,Corpse covered in glowing runes.,Grunts,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
227,Ash Phantom,low,0,0,2,2,1,2,0,Knight glowing with burning ash aura.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
228,Halo Husk,low,1,0,0,0,3,2,0,Broken warrior crowned with false halo.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
229,Void Horror,low,3,0,1,0,0,2,0,Amorphous mass of black fire.,Grunts,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
230,Rune Horror,low,0,1,2,3,1,2,0,Monstrous figure carved with glowing glyphs.,Grunts,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
231,Red Lash,low,0,2,0,2,0,2,0,Bronze-skinned slaver with crimson whip.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
232,Sand Pike,low,1,3,1,0,2,2,0,"Spearman in ochre armor, desert-worn.",Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
233,Chain Driver,low,3,2,1,0,1,2,0,Enforcer dragging spiked chains.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
234,Bronze Overseer,low,2,0,3,0,1,2,0,Bulky taskmaster clad in bronze.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
235,Crimson Guard,low,3,1,1,1,0,2,0,Red-plated guard with tower shield.,Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
236,Sand Raider,low,0,1,1,0,1,1,0,Ragged bandit with curved scimitar.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
237,Dune Rider,low,1,1,3,1,0,2,0,Raider mounted on reptilian beast.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
238,Ash Nomad,low,0,1,3,1,1,2,0,"Cloaked in ash robes, wielding daggers.",Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
239,Blood Dervish,low,0,3,0,0,2,2,0,"Warrior spinning dual blades, crimson tattoos.",Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
240,Carrion Jackal,low,0,3,2,0,1,2,0,Beast-rider cloaked in bones.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
241,Pit Thrall,low,0,1,3,0,1,2,0,Emaciated fighter in shackles.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
242,Masked Gladiator,low,0,1,1,2,0,1,0,Fighter wearing bone mask.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
243,Blood Slave,low,0,1,0,2,1,1,0,"Covered in red tattoos, blood dripping.",Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
244,Chain Duelist,low,1,2,1,2,0,2,0,Gladiator wielding chained sickles.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
245,Red Jackal,low,2,0,0,1,2,2,0,Desert jackal with crimson fur.,Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
246,Scaled Vulture,low,1,2,3,0,0,2,0,Vulture with scale-covered wings.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
247,Sand Basilisk,low,1,0,1,1,2,2,0,Lizard with golden scales.,Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
248,Dune Hyena,low,0,1,2,0,1,1,0,Mangy hyena with glowing eyes.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
249,Red Rat,low,1,0,2,3,1,2,0,"Rat with crimson fur, glowing eyes.",Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
250,Bone Tick,low,2,2,0,0,0,2,0,Bloated tick with bone armor.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
251,Dust Spider,low,0,0,2,0,2,2,0,Large spider covered in dust.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
252,Carrion Bat,low,1,1,1,2,2,2,0,"Bat with torn wings, feeding on corpses.",Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
253,Canyon Lurker,low,0,2,1,1,0,1,0,"Humanoid with rocky skin, camouflaged against cliffs.",Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
254,Cliff Raider,low,0,1,0,0,2,1,0,Raider with grappling hooks.,Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
255,Dust Crawler,low,0,1,3,1,1,2,0,Pale crawler adapted to desert floors.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
256,Rock Breaker,low,2,3,1,0,1,2,0,Miner-slave wielding pickaxe.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
257,Ash Ghoul,low,0,2,1,1,1,2,0,Charred corpse with glowing eyes.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
258,Dust Phantom,low,0,1,1,2,1,2,0,Spirit wrapped in swirling dust.,Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
