lore_text,mechanics_text
"Sand Golem — GRUNTS of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Idol Shade — GRUNTS of Stone/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Reed Leviathan — GRUNTS of Stone/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Oathkeeper Ghost — GRUNTS of Veil/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bronze Colossus — GRUNTS of Veil/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Marsh Phantom — GRUNTS of Wind/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Fire Jackal — GRUNTS of Oath/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Drowned Archivist — GRUNTS of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Obsidian Lion — GRUNTS of Stone/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Taxlord Balash — GRUNTS of Wind/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Pit Champion — GRUNTS of Eye/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Masked King — GRUNTS of Veil/Stone.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Abyssal Archivist — GRUNTS of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Vowbinder Judge — GRUNTS of Eye/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bone Queen — GRUNTS of Wind/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"False Prophet — GRUNTS of Oath/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Enlil Vessel — GRUNTS of Wind/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chain Warden — GRUNTS of Eye/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Lash Overseer — GRUNTS of Wind/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bronze Gaoler — GRUNTS of Veil/Stone.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Shacklebearer Guard — GRUNTS of Stone/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Pit Guard — GRUNTS of Wind/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ironbound Horror — GRUNTS of Stone/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Screamer Wraith — GRUNTS of Veil/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bone Gnawer — GRUNTS of Eye/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Shackled Ghoul — GRUNTS of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Howling Fiend — GRUNTS of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Moon Acolyte — GRUNTS of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Eclipse Chanter — GRUNTS of Oath/Stone.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Shadow Knifebearer — GRUNTS of Oath/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Pale Prophet — GRUNTS of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Hymnist — GRUNTS of Wind/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Moonfang Wolf — GRUNTS of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Pale Stalker — GRUNTS of Eye/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Shardback Boar — GRUNTS of Stone/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Dusk Serpent — GRUNTS of Stone/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chittering Bat — GRUNTS of Stone/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crater Rat — GRUNTS of Veil/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Beetle — GRUNTS of Oath/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Hollow Tick — GRUNTS of Oath/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Fungus Mite — GRUNTS of Oath/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Louse — GRUNTS of Eye/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Shackled Wraith — GRUNTS of Veil/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Lantern Shade — GRUNTS of Veil/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Pale Ghast — GRUNTS of Wind/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bonebound Spirit — GRUNTS of Veil/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Eclipse Revenant — GRUNTS of Oath/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Pit Fighter — GRUNTS of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Arena Brute — GRUNTS of Veil/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Blood Duelist — GRUNTS of Wind/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Masked Slayer — GRUNTS of Veil/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Slave Champion — GRUNTS of Stone/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Tunnel Crawler — GRUNTS of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crater Lurker — GRUNTS of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Blind Crawler — GRUNTS of Oath/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Spore Drudge — GRUNTS of Veil/Stone.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rockgnasher Beast — GRUNTS of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Silver Rat — GRUNTS of Wind/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Glow Beetle — GRUNTS of Veil/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Wasp — GRUNTS of Wind/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Spiderling — GRUNTS of Eye/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Leech — GRUNTS of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bronze Sentinel — GRUNTS of Stone/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Moon Idol — GRUNTS of Veil/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chain Automaton — GRUNTS of Veil/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Eclipse Drone — GRUNTS of Stone/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Obelisk — GRUNTS of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Husk — GRUNTS of Stone/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Oath Spawn — GRUNTS of Oath/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Spawn — GRUNTS of Wind/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Horror — GRUNTS of Wind/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Thrall — GRUNTS of Veil/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Broken Scribe — GRUNTS of Wind/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Fallen Priest — GRUNTS of Stone/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Exiled Gladiator — GRUNTS of Stone/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chain Drudge — GRUNTS of Stone/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Servitor — GRUNTS of Wind/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Gold Spider — GRUNTS of Veil/Stone.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Centipede — GRUNTS of Eye/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Locust — GRUNTS of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crystal Gnat — GRUNTS of Stone/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 2 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
